No.,Sexo,Tipo_Empleo,Tiene_Vehiculo,Edad,Ciudad_Chile,Num_Entidades_Deuda,Tiene_Tarjeta,Saldo_Tarjeta_CLP,Saldo_Total_CLP,Variacion_Endeudamiento,Peor_Calificacion_36M,Peor_Calificacion_12M,Reportes_Central_36M,Reportes_Central_12M,Promedio_Saldo_CLP,Maximo_Saldo_CLP,Ingreso_CLP,Ratio_Saldo_Ingreso,ScoreRiesgo,RiesgoAlto
185,M,DEP,0,30,SANTIAGO,0,0,0,0,-1,0,0,17,4,976769.94,1710659,1275000,0,0,0
186,M,IND,0,37,SANTIAGO,3,0,0,971677.5,-0.266793711291091,4,0,36,12,1421348.41,2408602.5,1411000,0.0573870448035055,10.35,0
187,F,DEP,0,26,SANTIAGO,1,0,0,756585,0.112625,0,0,24,12,382635.4,680000,1530000,0.0412083310888709,3.62,0
188,F,DEP,0,31,SANTIAGO,3,1,110925,2563923,-0.101441891993247,0,0,29,12,3142554.21,6006448.5,2975000,0.0718185694168468,10.43,0
189,M,IND,1,35,SANTIAGO,1,1,848351,2180938.5,-0.0825687088590686,1,1,30,10,3672474.72,7126646.5,2380000,0.0763633901833547,11.29,1
190,M,IND,0,29,SANTIAGO,2,1,6582604,6582604,-0.145660200847473,4,0,23,12,3910243.61,7704901.5,8500000,0.064535332700634,7.06,0
191,F,IND,0,32,SANTIAGO,3,1,260865,10621336.5,-0.114824201874571,0,0,24,12,7258862.3,13585881.5,3468000,0.255222420337793,11.37,1
192,M,DEP,0,49,SANTIAGO,3,0,0,1902810,-0.172935078742774,0,0,15,11,1196994.9,2558330,1360000,0.116593742855776,10.65,0
193,M,IND,1,42,SANTIAGO,1,0,0,8525432,2.26707491856678,3,0,25,5,631891.1,2609500,3145000,0.225899093113432,4.72,0
194,M,DEP,0,24,SANTIAGO,1,0,0,606135,-0.532264008025058,3,0,22,12,1296405.21,1660798,1530000,0.0330138870907469,3.54,0
195,M,IND,1,43,SANTIAGO,2,0,0,2624664,-0.0475590172252358,0,0,22,12,1818320,3249941,2465000,0.0887310314830618,7.19,0
196,F,IND,0,57,SANTIAGO,2,0,0,4016564.5,1.26244727354556,4,0,30,12,1118610.62,1775318.5,1487500,0.225017606441591,7.98,0
197,F,DEP,0,57,SANTIAGO,1,1,1266058,3339743.5,-0.088653962485686,1,0,25,12,3285277.71,3807906.5,807500,0.344658736361327,5.16,0
198,F,IND,0,46,SANTIAGO,2,0,0,1503548,-0.549854257755569,0,0,36,12,2736457.7,4082550,2040000,0.0614194419354803,7.01,0
199,M,DEP,0,30,SANTIAGO,2,1,2849582.5,4413982,-0.436301066339831,1,1,36,12,5429936.51,8516422,1445000,0.254554887280572,15.51,1
200,F,DEP,0,27,SANTIAGO,1,1,717969.5,821669.5,-0.0406307996149304,0,0,36,12,669852.1,856468.5,935000,0.0732325692306088,3.78,0
201,F,IND,0,48,SANTIAGO,1,0,0,467857,-0.55066,0,0,11,11,1343233.75,1700000,1772250,0.0219991996050595,3.48,0
202,M,DEP,0,23,SANTIAGO,0,0,0,0,-1,0,0,1,1,340000,340000,1275000,0,0,0
203,F,IND,0,28,SANTIAGO,2,1,1206379.5,1764838,-0.182043377333998,1,0,36,12,1831933,5781844.5,1020000,0.144186099331201,7.46,0
204,F,IND,0,22,SANTIAGO,2,0,0,976148.5,-0.306821580735,1,0,36,12,972500.3,2557633,3230000,0.0251844291748083,6.85,0
205,F,DEP,0,24,SANTIAGO,1,0,0,1700085,0.211667777306597,1,0,31,11,900249.11,1403095,1615000,0.0877236796840207,3.87,0
206,M,IND,0,30,SANTIAGO,3,1,2840122,6340099,-0.135568872426827,3,0,35,12,4748794.11,7621159.5,3782500,0.139680521267228,10.78,0
207,F,DEP,0,32,SANTIAGO,1,0,0,225241.5,0,4,0,20,10,173783.69,267750,2125000,0.00883299965360786,3.45,0
208,M,DEP,0,32,SANTIAGO,2,0,0,3115071.5,0.335423333333333,1,1,14,12,1575130.32,2550000,1275000,0.203599431137292,15.3,1
209,M,IND,0,53,SANTIAGO,2,0,0,11888652.5,-0.333969047619048,4,0,22,12,15123804.35,17850000,2499000,0.396446982244665,8.74,0
210,M,DEP,0,54,SANTIAGO,0,0,0,0,-1,4,,18,0,884000,969000,2550000,0,0,0
211,M,IND,0,68,SANTIAGO,1,0,0,2565988.5,0.504905333054168,0,0,15,12,706620.56,1705083,1232500,0.173494815855658,4.33,0
212,M,DEP,0,34,SANTIAGO,3,1,1560268.5,4219238.5,-0.0316067521835712,0,0,36,12,3738093.11,5058571,1700000,0.206825406528166,11.13,0
213,M,DEP,0,23,SANTIAGO,1,0,0,131750,-0.894880333127615,1,0,20,4,741890.62,1253333.5,1275000,0.00861111054829343,3.38,0
214,F,IND,0,28,SANTIAGO,1,0,0,935153,-0.451512441662329,0,0,23,12,1051929.91,1910536.5,7480000,0.010418371096052,3.43,0
215,F,DEP,0,38,SANTIAGO,1,0,0,2861355,-0.396066773065036,0,0,24,12,3061839.4,6130106.5,1700000,0.140262493124388,4.09,0
216,M,IND,0,38,SANTIAGO,1,0,0,1859987,-0.132896085802161,4,0,25,12,880264.5,2586788,2125000,0.0729406638062485,3.77,0
217,M,DEP,0,27,SANTIAGO,4,1,1275000,2370930.5,-0.0860469078684378,1,0,36,12,1724962.2,2594149,1275000,0.154962767649492,14.19,1
218,F,IND,0,44,SANTIAGO,2,0,0,5890483,-0.209800328623669,0,0,36,12,5063018.71,7454423.5,1700000,0.288749152512296,8.2,0
219,F,IND,0,36,SANTIAGO,3,1,780351,4018077.5,-0.304935107354094,0,0,36,12,4368565.9,6974326.5,2550000,0.131309717931055,10.72,0
220,M,IND,1,47,SANTIAGO,2,1,3817018.5,41041944,-0.189476025128617,0,0,35,12,39291565.6,52248956,4080000,0.83827498287837,11,0
221,F,DEP,0,40,SANTIAGO,2,1,11713,2667240.5,-0.574615360861231,0,0,36,12,4014570.4,7156643,1275000,0.174329433050364,7.59,0
222,M,DEP,1,32,SANTIAGO,2,0,0,6742149,-0.460479776681014,4,0,31,12,9014320.8,12496564,2380000,0.236069634591399,7.91,0
223,F,IND,0,25,SANTIAGO,1,0,0,817581,-0.531135875499888,0,0,23,12,1542034.3,2350777,2125000,0.0320619987426667,3.53,0
224,F,IND,0,37,SANTIAGO,2,0,0,1914098,-0.176233246041186,0,0,26,12,879111.9,3187381,1190000,0.134040466803889,7.41,0
225,F,DEP,0,41,SANTIAGO,1,1,742849,742849,-0.372625670325264,0,0,27,12,1294123.56,2035206,1700000,0.0364141648816586,3.56,0
226,F,IND,0,33,SANTIAGO,2,0,0,7186112.5,2.2180990368851,1,0,30,12,1131750.01,2395249,2422500,0.247200283894039,8.16,0
227,M,IND,1,53,SANTIAGO,0,0,0,0,0,,,0,0,0,0,3204500,0,0.07,0
228,M,DEP,0,36,SANTIAGO,0,0,0,0,-1,1,,16,0,298898.25,502239.5,2550000,0,0,0
229,F,DEP,0,29,SANTIAGO,0,0,0,0,-1,0,0,8,6,19428.54,136000,935000,0,0,0
230,M,IND,0,30,SANTIAGO,1,0,0,2680432.5,-0.215799116883736,4,0,23,11,1861531.88,4277353,3400000,0.0656968733897825,3.73,0
231,M,IND,0,47,SANTIAGO,3,0,0,3135837,-0.177564291649556,1,0,24,12,2312370.6,4408873.5,1343000,0.194579101850391,11.05,0
232,F,DEP,0,26,SANTIAGO,1,0,0,1858431.5,-0.65167978427609,0,0,29,12,5605657.01,7798486.5,1700000,0.0910995788676677,3.82,0
233,M,DEP,0,41,SANTIAGO,4,1,550171,3246719.5,-0.0670900183683825,2,0,36,12,1465564.3,3836211.5,1020000,0.265254839439964,14.75,1
234,M,IND,0,23,SANTIAGO,0,0,0,0,0,3,,11,0,0,0,1530000,0,0.07,0
235,F,IND,0,49,SANTIAGO,1,0,0,445255.5,-0.293444444444444,0,0,11,11,741124.52,1530000,867000,0.0427965645139788,3.6,0
236,F,IND,0,35,SANTIAGO,1,0,0,8484275,0.207137504078431,0,0,31,12,5552672,7633144.5,3060000,0.231053234448441,4.6,0
237,F,IND,0,26,SANTIAGO,1,0,0,571735.5,-0.769634182385886,2,2,36,12,1182251.91,3364750.5,1615000,0.0295013142672181,18.5,1
238,M,DEP,1,30,SANTIAGO,3,1,2753830,13996950,0.0809948539997203,0,0,36,12,8354877.2,12948211.5,1190000,0.98017850278862,15.08,1
239,F,IND,0,56,SANTIAGO,1,1,1535686.5,5847719.5,-0.23262495172785,0,0,28,12,5078251.3,8716206,2975000,0.163801662078385,4.22,0
240,M,IND,0,23,SANTIAGO,0,0,0,0,-1,0,,24,0,5923628.75,8646285,3825000,0,0,0
241,M,DEP,0,40,SANTIAGO,2,0,0,1420613.5,-0.269598668049955,0,0,30,12,1607564.88,2384173.5,1020000,0.116063184962158,7.31,0
242,F,IND,0,46,SANTIAGO,1,0,0,101022.5,-0.260334991428491,4,0,22,11,375408.88,604911,2040000,0.0041267359425353,3.41,0
243,M,IND,0,49,SANTIAGO,2,0,0,2203132,-0.231358699131474,3,0,24,12,2517149.71,3983185,2550000,0.0719977754249093,7.09,0
244,F,IND,0,65,SANTIAGO,2,1,110253.5,2461940,-0.505865511300294,2,0,36,12,3338295.61,6038604,2890000,0.0709901940314246,7.06,0
245,F,IND,1,30,SANTIAGO,1,0,0,850000,1,0,0,1,1,0,0,1802000,0.0393081742828258,3.68,0
246,F,DEP,0,25,SANTIAGO,1,0,0,1700000,-0.64638258222047,0,0,22,12,2708551.01,4807455.5,1105000,0.128205118536567,4.01,0
247,F,IND,0,45,SANTIAGO,1,0,0,659132.5,0.405916094927455,4,0,23,12,387386.22,604588,1445000,0.0380122527097893,3.63,0
248,M,DEP,0,64,SANTIAGO,1,0,0,394289.5,-0.157688888888889,4,0,17,4,765000,765000,2040000,0.016106596564273,3.48,0
249,M,DEP,0,35,SANTIAGO,1,0,0,1495634.5,-0.255515332973428,0,0,26,12,1107452.5,2566413.5,1445000,0.086253426398303,3.83,0
250,F,IND,0,41,SANTIAGO,3,1,842197,25076266.5,-0.321752477102728,0,0,36,12,33954482.5,40055918.5,4573000,0.456962352267615,12.38,1
251,M,IND,0,33,SANTIAGO,3,1,489872,2722465,-0.210720026208831,0,0,36,12,3416383.41,4981527,2295000,0.0988549346821011,10.56,0
252,M,IND,0,45,SANTIAGO,2,0,0,3801608,-0.111224161297887,0,0,9,9,3759363,4277353,3315000,0.0955658095634538,7.22,0
253,M,DEP,0,32,SANTIAGO,1,0,0,574532,-0.874682264957764,1,1,35,12,5080057.3,7283191,2040000,0.0234694434857253,10.96,0
254,F,IND,0,25,SANTIAGO,2,0,0,2924085,-0.0392767975334707,0,0,36,12,1173761.6,3043629,2167500,0.112421564305207,7.31,0
255,F,IND,0,43,SANTIAGO,1,0,0,663867,-0.384843531872401,4,0,31,8,1265264.1,1710939.5,2720000,0.020339061876867,3.48,0
256,M,DEP,0,37,SANTIAGO,1,0,0,1204654,-0.739131406353002,0,0,18,12,2811644.11,6086068,2380000,0.0421797604278795,3.57,0
257,F,IND,0,22,SANTIAGO,1,1,342516,342516,-0.913146936347412,1,1,36,12,2001258.1,3943626,2805000,0.0101757572734475,10.89,0
258,F,IND,0,53,SANTIAGO,1,0,0,477870,1,2,0,15,3,0,0,612000,0.0650694355842272,3.81,0
259,F,IND,0,40,SANTIAGO,1,0,0,1112777.5,-0.14716989081946,4,0,15,9,1076795.56,1613886.5,1275000,0.0727305508019248,3.77,0
260,F,IND,0,45,SANTIAGO,3,1,1414238.5,1949611,-0.17079842295341,0,0,34,12,1697107.36,2464226.5,2125000,0.0764553303350851,10.45,0
261,M,IND,1,60,SANTIAGO,1,0,0,704063.5,-0.51353652669627,0,0,17,12,1653097.6,1996505.5,2099500,0.0279456804022513,3.51,0
262,F,IND,0,45,SANTIAGO,1,0,0,715249.5,-0.714402166258204,3,1,36,12,3215659.9,4827864,2550000,0.023374165902805,10.97,0
263,M,DEP,0,51,SANTIAGO,1,0,0,2028227.5,-0.0645433333333333,1,0,32,8,1456026.03,2550000,2040000,0.082852427171061,3.82,0
264,F,IND,0,31,SANTIAGO,1,0,0,1337016,-0.314356453992187,2,0,20,12,2040282.37,2293317,2465000,0.0451999984719405,3.61,0
265,M,IND,0,26,SANTIAGO,1,0,0,1018325.5,-0.505895806106689,0,0,29,10,1719040,2289424,1700000,0.0499179142197101,3.62,0
266,F,IND,0,48,SANTIAGO,2,0,0,2276963,-0.163301190673479,4,0,17,9,2473144.36,3026144.5,2805000,0.0676459575862758,7.07,0
267,M,IND,0,42,SANTIAGO,1,0,0,2168537,33.9480203750868,4,0,25,3,47791.25,73423,1700000,0.106300828122508,6.43,0
268,M,IND,0,42,SANTIAGO,4,1,1084693.5,7949064,-0.299813345252882,1,1,36,12,7407125.5,11352778.5,2592500,0.255514745885093,22.19,1
269,F,IND,0,24,SANTIAGO,2,0,0,8371939,0.416875740841652,4,1,36,12,3145900.4,7565297.5,25500000,0.0273592776883684,14.41,1
270,M,DEP,0,57,SANTIAGO,2,0,0,1127720.5,-0.722160661963132,4,0,36,12,4467668,7417754.5,1530000,0.0614226818397232,7,0
271,F,IND,0,32,SANTIAGO,1,1,916062,916062,-0.252490689326001,3,0,29,5,1029314.98,1264409,552500,0.138169209929229,4.09,0
272,M,DEP,0,29,SANTIAGO,1,1,1082075.5,1082075.5,-0.602748404345873,1,1,24,12,1725028.5,3045694.5,1530000,0.0589365708640212,11.16,0
273,M,IND,0,39,SANTIAGO,1,0,0,1953359.5,-0.135813333333333,4,0,19,12,1007414.9,2550000,2550000,0.0638352756916577,3.72,0
274,M,DEP,0,54,SANTIAGO,1,1,361335,361335,0.104210925209283,0,0,36,12,393028.61,740205.5,2380000,0.012651785271296,3.48,0
275,M,DEP,0,55,SANTIAGO,1,0,0,217574.5,1,0,0,3,3,0,0,1275000,0.0142205546261075,3.55,0
276,F,DEP,0,44,SANTIAGO,1,0,0,964962.5,-0.532242559471181,3,1,30,12,2071820.6,2643780.5,1700000,0.0473020810146039,11.11,0
277,F,DEP,0,52,SANTIAGO,1,1,243559,243559,-0.0576907216494845,1,0,10,8,283373,412250,807500,0.0251350851253782,3.53,0
278,M,DEP,0,28,SANTIAGO,3,1,2983185.5,6554154.5,-0.433792666915352,1,0,36,12,6354191.4,11575538,2295000,0.237986719753569,11.25,1
279,F,IND,0,37,SANTIAGO,4,1,303271.5,3334677.5,-0.0673929027156067,1,0,33,12,3393332,4589600.5,1020000,0.272440949963975,14.79,1
280,M,IND,0,47,SANTIAGO,1,1,321257.5,321257.5,-0.633985360068701,1,1,28,12,1918620.51,3117842.5,2652000,0.0100948180588607,10.91,0
281,F,IND,0,47,SANTIAGO,1,0,0,942641.5,-0.265878893369515,3,0,18,8,1418395,1572449,1020000,0.0770131881525173,3.78,0
282,M,DEP,0,49,SANTIAGO,2,1,2020305.5,4328608,0.0485732109796346,3,1,36,12,2115338.31,4223820,1530000,0.235762950121844,15.45,1
283,M,IND,0,30,SANTIAGO,2,0,0,6629099,0.727937005920096,0,0,19,10,2342734.56,3836424,4080000,0.135398261123402,7.48,0
284,M,DEP,0,41,SANTIAGO,1,0,0,193154,-0.685320384559075,1,1,33,12,991145.3,1741735,1530000,0.0105203697973655,10.91,0
285,M,DEP,1,40,SANTIAGO,1,0,0,3165111,-0.218195712976192,0,0,32,12,3151573.9,4348914.5,935000,0.282095429403259,4.83,0
286,F,IND,0,26,SANTIAGO,1,0,0,599046,1,2,0,16,3,0,0,2805000,0.0177969691682421,3.57,0
287,F,IND,0,24,SANTIAGO,2,0,0,4555260.5,0.714663714577328,0,0,36,12,1344129.9,2656649.5,3400000,0.111648538930183,7.36,0
288,F,IND,0,35,SANTIAGO,1,0,0,3400000,0.239222635640663,0,0,17,12,1485168.54,2743655.5,5100000,0.055555554647785,3.71,0
289,M,IND,1,37,SANTIAGO,2,1,8042912.5,8042912.5,-0.208809990183039,0,0,32,12,3055060.31,11030909,2380000,0.281614573472879,8.16,0
290,F,IND,0,44,SANTIAGO,0,0,0,0,-1,0,0,27,8,6019490.48,8271945,2125000,0,0,0
291,F,IND,0,34,SANTIAGO,2,0,0,2478991,0.738431527845001,4,0,30,12,907026.5,1738615.5,1972000,0.104757897871962,7.33,0
292,F,IND,0,26,SANTIAGO,0,0,0,0,-1,0,0,8,2,1769046.52,4250000,2125000,0,0,0
293,F,DEP,0,49,SANTIAGO,0,0,0,0,0,,,0,0,0,0,1020000,0,0.07,0
294,F,IND,0,33,SANTIAGO,2,1,455846.5,1134478,-0.296351750316322,1,1,32,8,958367.18,1612280,1870000,0.0505560583531168,14.48,1
295,M,IND,0,69,SANTIAGO,2,1,935654.5,3115556,0.204533381511073,0,0,36,12,1763590.71,3152216.5,3485000,0.0744991852104451,7.13,0
296,F,IND,0,27,SANTIAGO,2,0,0,8485890,-0.0233523155797665,0,0,28,12,4086129.01,8801996.5,2762500,0.255984607662606,8.04,0
297,M,IND,0,28,SANTIAGO,1,0,0,709478,-0.657187258067027,1,1,22,12,3280780.1,6005666.5,2805000,0.0210777771515812,10.97,0
298,M,IND,0,43,SANTIAGO,3,0,0,7010715,-0.0320672679157156,3,0,36,12,6106830.1,7242977.5,1827500,0.319686031934061,11.7,1
299,F,IND,0,40,SANTIAGO,1,0,0,769938.5,-0.496810775581143,1,1,33,12,1603735.8,1956275,1593750,0.0402582201172172,11.08,0
300,M,IND,1,49,SANTIAGO,1,0,0,1744140.5,-0.293573086006624,2,1,29,12,1906951.71,2468961,1938000,0.0749974382956038,11.27,1
301,F,IND,0,53,SANTIAGO,1,0,0,5505977,-0.171800703972342,0,0,36,12,5280475.4,6648130.5,5100000,0.0899669429743964,3.85,0
302,F,DEP,0,42,SANTIAGO,2,0,0,1986475.5,-0.158797062846447,0,0,23,12,828903.51,2361470,1020000,0.162293736740708,7.56,0
303,M,IND,0,37,SANTIAGO,0,0,0,0,-1,1,1,30,8,6754181.6,9828958,2550000,0,7.5,0
304,F,DEP,0,40,SANTIAGO,2,0,0,5375510.5,-0.471967153110429,0,0,36,12,5676380.41,11216404.5,1360000,0.329381750650628,8.38,0
305,F,IND,0,48,SANTIAGO,1,1,660101.5,660101.5,-0.0268295739348371,4,0,27,12,481034.81,678300,3230000,0.0170304820167574,3.49,0
306,M,IND,0,34,SANTIAGO,1,0,0,11721279,6.5,4,0,17,6,289030,1700000,4250000,0.229828995493549,5.05,0
307,M,DEP,0,48,SANTIAGO,3,1,4806104,5537809.5,-0.0750729678918194,0,0,36,12,5735521.71,7365054.5,935000,0.493565865101082,12.58,1
308,F,IND,0,50,SANTIAGO,1,0,0,782161.5,-0.516075409836066,4,0,26,11,2126945.4,2592500,2550000,0.025560832498012,3.5,0
309,F,IND,0,31,SANTIAGO,1,1,969450.5,969450.5,-0.0692256837026682,0,0,5,5,1348036.25,1684266.5,2550000,0.0316813878535494,3.56,0
310,M,DEP,0,39,SANTIAGO,1,0,0,2133610.5,-0.2162325,0,0,6,6,3156755.5,3400000,2040000,0.0871572881063199,3.83,0
311,M,IND,0,39,SANTIAGO,1,0,0,3421819.5,0.00636718164091795,0,0,24,12,2307069.32,3400170,1700000,0.167736241777635,4.26,0
312,F,IND,0,36,SANTIAGO,2,0,0,2072988.5,1.59225,2,0,26,12,479145,850000,1929500,0.0895304660304714,7.31,0
313,F,DEP,0,30,SANTIAGO,1,1,772327,772327,0.0104310306481028,1,0,36,12,544710.6,764354,977500,0.0658420233723765,3.74,0
314,F,IND,0,39,SANTIAGO,1,0,0,755718,-0.316092307692308,0,0,20,5,571873.62,1105000,1657500,0.0379948698846219,3.58,0
315,F,DEP,0,25,SANTIAGO,0,0,0,0,-1,1,1,28,4,1310776.5,2125000,1275000,0,7.5,0
316,M,IND,1,51,SANTIAGO,2,1,849150,1699150,0.254067908440339,1,0,23,9,810872.12,1674755,4760000,0.0297470232887426,6.91,0
317,F,IND,0,28,SANTIAGO,2,0,0,4293231,0.786650159179342,1,1,35,12,1253518.8,2402950,1530000,0.23383609837494,15.49,1
318,F,IND,0,51,SANTIAGO,1,0,0,2546914.5,1.98743756169055,4,0,22,6,555701.61,852541.5,1020000,0.208081232999899,4.61,0
319,M,IND,0,65,SANTIAGO,1,1,997679,997679,-0.751540514852659,1,1,36,12,3013556.51,4015459.5,1530000,0.0543398118551301,11.13,0
320,F,IND,0,33,SANTIAGO,1,0,0,595297.5,-0.543371438820278,0,0,22,12,2604210.11,6682283.5,1632000,0.0303971338645254,3.52,0
321,F,IND,0,29,SANTIAGO,3,1,2581127,4332127,0.155321517059094,1,0,32,12,2093259.72,3749715.5,2507500,0.143972311599458,10.82,0
322,M,DEP,0,51,SANTIAGO,1,1,1328057,1328057,-0.041624359489008,0,0,21,12,1310118.6,1439866,1445000,0.076589211269365,3.79,0
323,M,IND,0,31,SANTIAGO,1,0,0,290326,-0.495209542230819,2,0,21,8,1059973.8,1318350,2550000,0.00948777746771969,3.42,0
324,F,IND,0,65,SANTIAGO,4,1,6902425,6902425,-0.221020667821799,1,1,34,12,6410839.91,10782607,2932500,0.196147337421218,21.89,1
325,M,IND,0,40,SANTIAGO,3,1,3072605.5,3072605.5,0.244707591868217,1,0,36,12,1380464.6,2468536,2091000,0.122453585905723,10.72,0
326,F,IND,0,36,SANTIAGO,2,1,1282514,1282514,-0.00835984121559452,0,0,18,12,557556.31,1293326,2465000,0.043357469798598,6.96,0
327,M,IND,0,36,SANTIAGO,2,0,0,3030607,1.11775628341564,0,0,32,12,2292785.75,2998409,1700000,0.148559159384355,7.58,0
328,F,IND,0,27,SANTIAGO,2,1,626178,626178,-0.777506518961866,1,1,36,12,3276773.2,4856985,1700000,0.0306949984953432,14.34,1
329,M,IND,0,56,SANTIAGO,2,1,3095334.5,3781514,0.0400185797518882,4,0,34,12,2643636.51,4007588.5,5100000,0.061789443434813,7.06,0
330,F,IND,0,44,SANTIAGO,2,1,244876.5,7110802.5,-0.0428063182836265,1,0,36,12,8157502.1,9571017,1020000,0.580947869203605,9.7,0
331,F,DEP,0,29,SANTIAGO,0,0,0,0,-1,0,0,7,4,174818.48,425000,790500,0,0,0
332,F,IND,0,27,SANTIAGO,2,1,300050,1769071,-0.0755132681254053,0,0,17,12,1245019.22,1913571,2380000,0.0619422597359153,7.05,0
333,F,DEP,0,28,SANTIAGO,1,0,0,1087855.5,-0.259751752539157,0,0,21,12,1235935.87,1469582,850000,0.106652489543874,3.93,0
334,M,DEP,0,48,SANTIAGO,1,0,0,604137.5,-0.361113333333333,3,0,13,11,730816.14,1275000,1445000,0.0348406842652431,3.56,0
335,M,IND,0,47,SANTIAGO,1,0,0,1420511.5,-0.549164760493326,0,0,29,12,3781633,4685871.5,2125000,0.0557063311487713,3.65,0
336,F,IND,1,37,SANTIAGO,3,0,0,16408876,-0.0534883219223083,1,0,36,12,8199069.91,17336158,4675000,0.292493328119548,11.56,1
337,F,IND,0,54,SANTIAGO,2,1,128358.5,686443,-0.523373532529349,0,0,27,12,1198792.4,2125042.5,1530000,0.0373879609265816,6.89,0
338,M,IND,1,24,SANTIAGO,2,0,0,7554647,-0.198111232079691,0,0,16,12,9672679.55,10594578.5,3655000,0.172244569716266,7.6,0
339,M,DEP,0,49,SANTIAGO,3,0,0,1967095.5,-0.0860481730010326,0,0,18,12,1217607.4,2724700.5,850000,0.192852481092894,11.05,0
340,F,IND,0,52,SANTIAGO,1,0,0,2838235,2.5283472626631,4,0,20,6,571060.6,855329.5,2975000,0.0795023787254236,4,0
341,F,IND,0,49,SANTIAGO,2,0,0,3095819,-0.0777451947488385,0,0,26,12,1328850.9,3800035.5,2975000,0.0867176166185541,7.18,0
342,F,IND,0,37,SANTIAGO,2,0,0,1387931,-0.619299117444248,1,1,32,12,2631775.61,4412979,2465000,0.0469212627815665,14.43,1
343,M,IND,0,31,SANTIAGO,2,0,0,1518780,2.5736,4,0,24,6,380604.5,425000,1700000,0.0744499963504904,7.31,0
344,M,IND,0,33,SANTIAGO,0,0,0,0,-1,1,0,28,4,1867234.61,3236613,2125000,0,0,0
345,M,IND,0,44,SANTIAGO,2,0,0,3101862.5,-0.0841575409787238,0,0,15,12,1962843.38,4280727.5,1955000,0.132219197262609,7.41,0
346,F,IND,0,27,SANTIAGO,3,1,1632501.5,7643225.5,1.16891267695321,1,0,31,12,1694770.04,3523989.5,4760000,0.133809967895484,10.84,0
347,F,IND,1,64,SANTIAGO,3,1,1147899.5,2409707.5,-0.187270915254803,1,1,36,12,3075205.31,4076821,2125000,0.0944983296275165,18.04,1
348,F,DEP,0,31,SANTIAGO,2,0,0,1486191,-0.616234376379482,0,0,36,12,3000417.21,5391516,1275000,0.0971366603178653,7.19,0
349,M,DEP,0,28,SANTIAGO,1,1,1226490.5,1226490.5,-0.0966839242004044,4,0,30,9,469374.25,1357764.5,1402500,0.0728752481951724,3.77,0
350,M,DEP,0,35,SANTIAGO,1,0,0,2875065.5,-0.400948034887918,1,1,36,12,4213448.3,5817085.5,2856000,0.0838896304887479,11.3,1
351,F,IND,0,39,SANTIAGO,1,0,0,16306034.5,-0.355799408590154,0,0,36,12,23324007.9,27733052,1785000,0.761252742238434,7.26,0
352,F,IND,0,34,SANTIAGO,1,0,0,1429657.5,-0.700220664947323,0,0,36,12,5102250.8,7715543.5,1870000,0.0637102244335907,3.68,0
353,F,IND,0,27,SANTIAGO,2,0,0,2624647,-0.374296309664499,0,0,16,12,3345023.96,5840282,1870000,0.116962873575629,7.31,0
354,F,IND,0,58,SANTIAGO,2,0,0,1893511,1.14404234841193,0,0,4,4,883150,883150,1020000,0.154698598472337,7.61,0
355,F,IND,0,51,SANTIAGO,3,0,0,3869293.5,0.257541058331146,0,0,13,12,1501281.98,3076872.5,1683000,0.191587111725732,11.07,0
356,M,IND,0,64,SANTIAGO,3,0,0,5622911.5,0.0377533716211234,0,0,19,12,1687286.21,5418350.5,4760000,0.0984403256575573,10.58,0
357,M,IND,1,38,SANTIAGO,2,1,11422147,11422147,-0.0182604919743728,1,1,31,12,6998481.8,14505003.5,4675000,0.20360332970404,15.28,1
358,M,DEP,0,25,SANTIAGO,2,1,3476644.5,3476644.5,-0.093959405759272,2,0,32,12,1549278,3852344.5,1360000,0.213029674446711,7.82,0
359,M,IND,0,53,SANTIAGO,0,0,0,0,-1,4,,19,0,291244,291244,2024700,0,0,0
360,F,IND,0,54,SANTIAGO,2,0,0,3872217.5,-0.216026335741514,4,0,36,12,4141707.7,5639180.5,1190000,0.271163671487138,8.11,0
361,F,IND,0,51,SANTIAGO,1,1,20784200,20784200,-0.556269418430208,0,0,36,12,30146768.1,46839683.5,2635000,0.65731180716914,6.72,0
362,M,IND,1,52,SANTIAGO,0,0,0,0,-1,0,,23,0,268262.8,446870.5,2210000,0,0,0
363,F,IND,0,38,SANTIAGO,2,0,0,1840054.5,-0.225193513423088,0,0,29,12,1741269.71,2438913.5,3400000,0.0450993738946232,6.95,0
364,F,DEP,0,30,SANTIAGO,1,0,0,468316,-0.643805200875833,3,0,36,12,1857005.71,2763996,790500,0.0493691704228157,3.61,0
365,M,IND,0,31,SANTIAGO,2,0,0,1960703.5,-0.222639610934094,1,0,34,12,1722055.2,2787702.5,3400000,0.048056457155479,6.97,0
366,F,IND,0,32,SANTIAGO,1,1,833204,833204,-0.783614822729009,1,1,36,12,1549012.2,3850559.5,1785000,0.0388984108824271,11.05,0
367,M,IND,1,39,SANTIAGO,0,0,0,0,-0.938239354485516,1,1,35,11,1714995.1,2856884,1955000,0,7.5,0
368,M,DEP,0,26,SANTIAGO,1,0,0,1621757.5,-0.606158132754753,0,0,17,12,3742543.28,5527779.5,850000,0.158995817745508,4.17,0
369,M,IND,0,27,SANTIAGO,2,0,0,12099826.5,0.0151626666666667,0,0,31,12,6743917,12750000,1870000,0.539207930516581,9.49,0
