No.,Sexo,Tipo_Empleo,Tiene_Vehiculo,Edad,Ciudad_Chile,Num_Entidades_Deuda,Tiene_Tarjeta,Saldo_Tarjeta_CLP,Saldo_Total_CLP,Variacion_Endeudamiento,Peor_Calificacion_36M,Peor_Calificacion_12M,Reportes_Central_36M,Reportes_Central_12M,Promedio_Saldo_CLP,Maximo_Saldo_CLP,Ingreso_CLP,Ratio_Saldo_Ingreso,ScoreRiesgo,RiesgoAlto
2420,M,IND,0,57,SANTIAGO,2,0,0,8720702.5,-0.184439030075494,0,0,36,12,8683475.9,12325433.5,2677500,0.271419303721777,8.11,0
2421,F,IND,0,48,SANTIAGO,1,1,140445.5,284478,-0.78134643155098,4,0,36,12,1563768.2,2536935.5,892500,0.0265619022818018,3.48,0
2422,F,IND,0,43,SANTIAGO,0,0,0,0,-1,1,1,22,3,1758812.44,3282717,850000,0,7.5,0
2423,M,IND,0,26,SANTIAGO,4,1,1159179,1262802.5,-0.41996986154115,1,1,35,12,1637323.81,2577769.5,1700000,0.0619020802989176,21.19,1
2424,F,DEP,0,30,SANTIAGO,4,1,460241,6530014.5,0.195769159398775,0,0,30,12,3829808.7,5909038.5,1020000,0.533497873080239,16.14,1
2425,F,IND,0,25,VALDIVIA,1,0,0,2284723.5,1,3,0,8,1,0,0,1020000,0.186660401416634,4.43,0
2426,F,IND,0,39,SANTIAGO,2,0,0,3288191,-0.0404625179104245,0,0,19,12,3006354.8,3814468.5,1700000,0.161185825432067,7.56,0
2427,M,IND,1,41,SANTIAGO,1,0,0,488410,-0.652956231473262,0,0,36,12,2378403.7,3274659,1785000,0.0228015862370875,3.47,0
2428,F,DEP,0,47,SANTIAGO,2,1,255697,1307351,-0.707852059109293,1,1,36,12,3033269.71,6185186.5,2380000,0.0457755936353083,14.42,1
2429,F,IND,0,31,SANTIAGO,1,0,0,255000,-0.571428571428571,4,0,15,5,385555.75,595000,2125000,0.00999999960784315,3.42,0
2430,M,IND,0,66,SANTIAGO,1,1,554361.5,554361.5,-0.706361343587011,0,0,32,12,1671694.24,2328855.5,1530000,0.0301939798369292,3.51,0
2431,F,IND,0,24,SANTIAGO,2,1,802995,1027922,-0.452728281880993,0,0,35,12,1188459.8,2220582.5,1020000,0.0839805486943996,7.13,0
2432,M,IND,0,51,SANTIAGO,1,0,0,5250076,-0.482538,0,0,36,12,6779258.81,12750000,6460000,0.0677254377228401,3.72,0
2433,M,IND,0,48,SANTIAGO,3,1,5131560.5,5801496.5,-0.369677178504765,1,1,36,12,8134310.7,10815187.5,1870000,0.258533700600102,18.86,1
2434,F,IND,0,65,SANTIAGO,3,1,190153.5,1794919.5,-0.919174600329941,4,0,36,12,13087513.41,25422157,2040000,0.0733218720048255,10.38,0
2435,F,IND,0,35,SANTIAGO,3,1,352818,16269348.5,5.5492943519749,0,0,36,12,1823638.7,2692808.5,4887500,0.277397241647106,11.89,1
2436,F,IND,0,36,SANTIAGO,2,1,1888020,8219211,-0.418950838290315,1,0,36,12,9564318.41,16884604,42500000,0.0161160999683998,6.79,0
2437,M,IND,0,27,SANTIAGO,1,0,0,1929882.5,-0.366274530969596,0,0,18,12,2299617.2,4409655.5,2550000,0.0630680534945081,3.7,0
2438,M,DEP,0,51,SANTIAGO,1,1,1328312,1328312,7.64527550342996,0,0,7,7,105440.38,153646,2550000,0.0434088874702978,4.19,0
2439,M,IND,1,31,SANTIAGO,0,0,0,0,-0.854241686040139,0,0,35,11,3232771,5195463.5,2125000,0,0.01,0
2440,M,IND,0,23,SANTIAGO,3,1,6791.5,14257891.5,-0.00299624355103302,1,0,33,12,7899951.51,14300740,2380000,0.499225875377245,12.62,1
2441,M,IND,1,32,SANTIAGO,1,0,0,742874.5,1,0,0,8,7,287281.3,425000,2975000,0.0208088089409297,3.59,0
2442,M,IND,1,27,SANTIAGO,1,0,0,1584340.5,-0.714988233336503,0,0,35,12,5630657.8,8581872,2550000,0.0517758316413127,3.62,0
2443,F,IND,0,43,SANTIAGO,0,0,0,0,-0.240672581326574,2,0,34,11,1711788.9,2514937.5,3400000,0,0.06,0
2444,F,DEP,0,23,SANTIAGO,1,0,0,470007.5,-0.485715140008073,0,0,27,6,1004919.04,1705669.5,2125000,0.0184316659438562,3.46,0
2445,F,IND,1,63,SANTIAGO,1,0,0,17218093,2.42000958979969,4,0,35,11,2054868.71,5034516,7480000,0.191823672105351,4.56,0
2446,F,DEP,0,67,SANTIAGO,2,0,0,2454383.5,-0.21708612128388,1,0,36,12,2433696.71,3704334,1275000,0.160417211737437,7.54,0
2447,F,DEP,0,37,SANTIAGO,1,1,1525282.5,1525282.5,-0.739809027718902,1,0,36,12,4499442.1,7519363.5,1700000,0.0747687463348654,3.73,0
2448,F,IND,1,26,SANTIAGO,2,1,2128128,2128128,-0.47135030177105,1,1,36,12,2544920.91,5498208,1955000,0.0907130396115499,14.67,1
2449,F,IND,0,31,SANTIAGO,0,0,0,0,-0.815657031819286,0,0,6,6,1203311,1749725,952000,0,0.01,0
2450,M,DEP,1,39,SANTIAGO,3,1,1819501.5,3858626,0.223909839580807,3,0,35,11,1145344.4,3904551.5,887400,0.362353094963461,11.94,1
2451,M,DEP,0,24,SANTIAGO,1,0,0,3147754,1.16037547325725,0,0,27,8,748109.74,1573800.5,935000,0.280548459844166,4.92,0
2452,F,IND,0,45,SANTIAGO,1,0,0,1303883,-0.0402591973244147,4,0,22,6,281366.4,1423240,1360000,0.0798947867711528,3.81,0
2453,M,IND,0,46,SANTIAGO,2,0,0,2821847,-0.0924047656801045,0,0,22,12,1493023.81,3109147,2550000,0.0922172192085876,7.2,0
2454,M,DEP,0,33,SANTIAGO,0,0,0,0,-1,1,0,8,2,213207.28,970555.5,1360000,0,0,0
2455,M,DEP,0,25,SANTIAGO,2,0,0,1653097,-0.416573019513099,1,1,31,12,2780346,3532319.5,1530000,0.0900379580589347,14.67,1
2456,F,DEP,0,60,SANTIAGO,1,0,0,528385.5,-0.405566963267169,0,0,14,12,960271.26,1117665,1020000,0.0431687464731416,3.6,0
2457,F,IND,0,47,SANTIAGO,3,0,0,13337282,0.823097552837633,1,0,34,12,4060736.11,7413300.5,4080000,0.272411799991589,11.52,1
2458,M,IND,1,47,SANTIAGO,1,0,0,1531028.5,-0.299269299369229,2,0,22,12,1140442.11,2806963.5,3570000,0.0357382928165665,3.57,0
2459,F,DEP,1,39,SANTIAGO,2,1,2061709,5026322,-0.221852566802641,1,0,36,12,3362960.91,7547269,1020000,0.410647188672615,8.82,0
2460,M,IND,0,33,SANTIAGO,1,1,765000,765000,-0.64,0,0,16,12,1333497,2125000,2125000,0.0299999988235295,3.51,0
2461,M,IND,1,30,SANTIAGO,1,1,1364607,1364607,-0.509738131050176,1,0,36,12,1741043.61,2865154.5,1997500,0.0569297848589994,3.66,0
2462,M,DEP,0,47,SANTIAGO,3,1,163642,163642,-0.468968941358195,4,0,36,12,219279,308159,1700000,0.00802166627344773,10.08,0
2463,M,IND,1,35,CONCEPCION,1,1,4708915,4708915,-0.339424834724209,2,0,36,12,5331653.3,7695092.5,5525000,0.0710243579031017,3.74,0
2464,M,IND,0,40,SANTIAGO,0,0,0,0,-0.30612,0,0,4,4,393154.75,425000,2295000,0,0.05,0
2465,F,DEP,0,58,CONCEPCION,2,0,0,5107735,-0.080308107170033,0,0,35,12,2771783.1,6367265,1700000,0.250379154393179,8.01,0
2466,F,DEP,0,33,SANTIAGO,1,0,0,1293343,-0.439156821824724,0,0,33,12,2185142.94,3722677,1105000,0.097537172131435,3.87,0
2467,F,DEP,0,28,SANTIAGO,1,0,0,2296190,-0.0988430811868685,2,0,36,12,4279479.7,12169739,3400000,0.0562791652872754,3.69,0
2468,F,DEP,0,32,SANTIAGO,2,0,0,6369390,-0.250892223410743,0,0,23,12,5019526.51,8502635,3995000,0.132861699356243,7.4,0
2469,F,IND,0,38,SANTIAGO,1,0,0,994449,-0.930137991235956,3,0,25,3,3342739.41,15618818,4148000,0.0199784832051896,3.44,0
2470,M,DEP,0,34,SANTIAGO,3,1,2779712.5,15529712.5,0.306851182659102,0,0,16,12,10411457.05,11883306,3400000,0.380630199004162,12.04,1
2471,M,DEP,0,55,SANTIAGO,2,1,657645,3640830.5,-0.0742862600818117,0,0,21,12,1968511.6,4627578.5,1700000,0.178472074584702,7.64,0
2472,F,IND,0,41,SANTIAGO,1,0,0,3820044.5,-0.401369230769231,4,0,31,12,4782594.7,8840000,25755000,0.0123602034803591,3.44,0
2473,F,IND,0,29,SANTIAGO,3,0,0,2615203.5,-0.0769063802492982,0,0,27,12,1101254.3,3485263.5,1360000,0.160245302681048,10.88,0
2474,F,DEP,0,37,SANTIAGO,3,1,841925,2039379.5,0.0636998290909542,0,0,20,12,1737755.3,2054016.5,1105000,0.153799347375615,10.86,0
2475,F,IND,1,66,SANTIAGO,2,0,0,5015008.5,-0.201901432113515,1,0,36,12,4849861.4,7740797,1615000,0.258772355068506,8.04,0
2476,M,DEP,0,57,SANTIAGO,3,1,6549989.5,7268069.5,-0.41508163931219,0,0,35,12,7801212.11,12425784.5,1700000,0.356277899202064,11.86,1
2477,M,IND,0,68,SANTIAGO,2,1,824721,1628642.5,-0.377540047885283,1,0,36,12,1769841.1,2616461.5,2431000,0.0558289607901769,7,0
2478,M,IND,1,39,SANTIAGO,2,0,0,6429034.5,-0.252430974781642,0,0,36,12,6913617.2,10341890.5,2975000,0.180084994955602,7.64,0
2479,F,DEP,0,41,SANTIAGO,2,0,0,2123869.5,-0.271483804583495,0,0,36,12,2117778.91,4394746.5,1360000,0.130139054525793,7.38,0
2480,M,IND,1,48,SANTIAGO,4,1,6262502.5,11199481,0.602993548572015,2,0,27,12,3312722,7117339,2720000,0.343121343654371,15.2,1
2481,F,DEP,0,38,CONCEPCION,1,0,0,1324232,-0.156326666666667,0,0,23,12,1515108,2550000,1360000,0.0811416616947511,3.81,0
2482,F,DEP,0,39,SANTIAGO,1,1,405475.5,405475.5,-0.625007692307692,0,0,28,11,534445.24,1105000,1020000,0.0331270806268725,3.53,0
2483,M,DEP,0,46,CONCEPCION,1,0,0,795005,-0.393726245830901,0,0,13,12,1844988.75,2082134.5,1020000,0.0649513835824033,3.71,0
2484,M,IND,0,31,SANTIAGO,2,1,2126020,9889393,-0.0944309162855764,2,0,36,12,8054024.21,13191209.5,5100000,0.161591386248507,7.56,0
2485,M,IND,1,31,SANTIAGO,1,0,0,364675.5,-0.551538965291421,0,0,15,12,820060.88,1297950,2125000,0.0143009994391765,3.44,0
2486,M,DEP,0,43,SANTIAGO,3,0,0,3083222,-0.182630224116762,0,0,36,12,2559808.4,3800630.5,1360000,0.188922905090508,11.02,0
2487,M,IND,0,44,SANTIAGO,1,1,42491.5,42491.5,-0.929131328403695,4,0,36,12,707961.6,1798982.5,3230000,0.00109627190154097,3.34,0
2488,M,IND,1,49,SANTIAGO,1,0,0,1569958.5,-0.910080825067318,1,1,26,12,16000502.51,31358217,4972500,0.0263106833197472,10.97,0
2489,M,DEP,0,34,SANTIAGO,2,1,2627843,3996810.5,-0.154496366103459,0,0,28,12,3769116.41,5487498,1083750,0.307328734538352,8.3,0
2490,F,IND,0,60,SANTIAGO,4,1,2088484,9431438.5,-0.0853320056021901,0,0,18,12,2428069.88,10311324.5,2890000,0.271956119609108,14.79,1
2491,F,IND,0,42,SANTIAGO,1,0,0,2131332.5,-0.194233068113166,1,0,33,9,1574508.8,2645098,2805000,0.0633194425632964,3.71,0
2492,M,IND,0,39,SANTIAGO,0,0,0,0,-1,2,1,23,8,76874,106207.5,3400000,0,7.5,0
2493,M,IND,0,57,SANTIAGO,3,1,87584,14988339,-0.0231642928090701,0,0,36,12,12518352.3,15343766.5,3400000,0.367361240996048,11.94,1
2494,F,IND,1,58,CONCEPCION,3,0,0,3814536.5,-0.230233928733339,1,0,23,12,3115370.96,5624790,2125000,0.149589660800405,10.82,0
2495,M,DEP,0,48,SANTIAGO,1,0,0,1159009,-0.380903176124845,0,0,30,12,1875599.2,2163454,850000,0.113628322193302,3.96,0
2496,M,IND,0,50,SANTIAGO,1,0,0,1683561,0.250196269390919,0,0,18,11,806795.69,1710659,2550000,0.0550183315353486,3.71,0
2497,F,DEP,0,26,SANTIAGO,1,1,5797,5797,-0.953513043478261,0,0,16,12,1167821.46,1955000,1020000,0.000473611072417396,3.34,0
2498,M,DEP,0,52,SANTIAGO,3,1,2220285,5365565.5,-0.495335653931022,2,1,36,12,8682862.2,12299848.5,1700000,0.263017903773632,18.88,1
2499,F,DEP,0,36,SANTIAGO,3,1,628158.5,2267179.5,-0.11091,4,0,30,9,1644611.11,2550000,2926550,0.064557796593321,10.39,0
2500,M,IND,1,47,SANTIAGO,2,0,0,3530568.5,-0.462526513702092,4,0,30,11,3097111,7197222,1700000,0.173067074849653,7.59,0
2501,M,IND,0,42,SANTIAGO,2,1,46316.5,8628409.5,-0.748585477995127,0,0,36,12,12159321.91,34319455.5,2295000,0.313304618253282,8.28,0
2502,M,IND,1,40,SANTIAGO,1,0,0,787363.5,-0.491205555555556,4,0,25,12,3998213.85,4590000,2720000,0.0241226555109481,3.49,0
2503,F,IND,0,26,SANTIAGO,4,1,1224348.5,2690615.5,-0.329562497321849,3,0,31,12,4119919.4,5355841.5,2550000,0.0879286082376272,13.83,1
2504,F,IND,0,50,SANTIAGO,1,0,0,1801796,-0.667838965564675,0,0,36,12,4846461.4,7415060,1190000,0.126176181640323,4,0
2505,M,IND,0,50,SANTIAGO,1,0,0,556920,-0.499961260955886,1,0,27,11,890633.91,1755335,1530000,0.0303333316811911,3.52,0
2506,M,IND,0,30,SANTIAGO,3,1,363842.5,2229601,-0.3986056361882,1,1,31,12,3065782.8,5470523.5,2550000,0.0728627753966413,17.92,1
2507,M,IND,0,43,SANTIAGO,2,1,818031.5,999489.5,-0.169520312384258,1,1,32,12,755181.31,1606483,1530000,0.0544384229608702,14.5,1
2508,F,IND,0,46,SANTIAGO,2,0,0,3867321.5,-0.204947659034396,2,0,29,12,3079495.86,6074448.5,2040000,0.157978812991062,7.53,0
2509,F,IND,0,23,SANTIAGO,0,0,0,0,-1,1,1,33,9,1774918.4,3288896.5,3230000,0,7.5,0
2510,F,IND,0,44,VALDIVIA,1,0,0,239453.5,-0.226415,4,0,36,12,843886.2,1700000,1317500,0.015145697966749,3.47,0
2511,F,IND,0,63,CONCEPCION,2,0,0,1701751,-0.39316620140095,3,0,26,12,1572451.21,2804311.5,1530000,0.0926879579145992,7.18,0
2512,M,IND,0,54,SANTIAGO,3,1,910766.5,12930514.5,-0.00607483119179666,0,0,18,12,6108700.61,14641394.5,2975000,0.362199275568648,11.92,1
2513,M,DEP,0,35,SANTIAGO,1,1,1669748.5,1669748.5,-0.362736689145414,1,1,27,12,2534945.9,3240616.5,1190000,0.11692915847835,11.48,1
2514,F,DEP,0,65,VALPARAISO,2,0,0,4263158,-0.10243839348842,1,1,29,12,3320608.3,4929065,850000,0.417956625690527,16.36,1
2515,F,IND,0,38,SANTIAGO,1,0,0,2367836.5,-0.180442069547686,0,0,34,10,1446355.41,3111433.5,1275000,0.154760545440487,4.18,0
2516,M,IND,0,37,SANTIAGO,3,1,17257856,17257856,-0.198187176119252,0,0,27,10,8738030,21523547,3400000,0.422986656299347,12.21,1
2517,F,DEP,0,47,SANTIAGO,1,1,2147210.5,2681996.5,-0.100811576615965,0,0,26,12,2798937.88,4286779.5,1020000,0.219117343209367,4.52,0
2518,F,IND,0,43,SANTIAGO,1,0,0,851394,0.244066336025522,0,0,9,9,197660.1,927188.5,1190000,0.0596214243962588,3.73,0
2519,F,IND,0,49,SANTIAGO,2,0,0,2720671.5,-0.184851425876206,0,0,36,12,2389329,3748432,1785000,0.127015470260716,7.37,0
2520,M,IND,0,54,SANTIAGO,2,0,0,8261294.5,-0.0171069410146664,1,0,31,12,2926909.8,8825482,1615000,0.426279363969073,8.91,0
2521,M,IND,0,38,SANTIAGO,1,0,0,952000,1,4,0,8,1,0,0,2975000,0.0266666659197012,3.62,0
2522,F,DEP,0,38,SANTIAGO,1,1,897787,9153556.5,-0.168854097318775,3,0,22,12,10391575.8,11261157,1530000,0.498559695067555,5.94,0
2523,M,DEP,0,28,SANTIAGO,3,1,5307884.5,5307884.5,-0.0729056341458742,0,0,29,12,4466224.7,6211749,2856000,0.154875243496871,10.86,0
2524,F,DEP,0,23,SANTIAGO,2,0,0,1055462,-0.489047286945157,0,0,24,12,2191534,3095717,1530000,0.057487033905935,7,0
2525,F,DEP,0,23,VALPARAISO,1,0,0,2232448.5,-0.11065,0,0,33,12,1515322.2,3400000,790500,0.235341373040125,4.6,0
2526,F,IND,0,44,SANTIAGO,1,0,0,4277353,-0.0158106168174582,1,1,36,12,2851869.51,4346067,1572500,0.226674762762334,12.06,1
2527,M,IND,0,51,SANTIAGO,1,1,694773,694773,-0.0152048192771084,0,0,7,7,526934.12,705500,1275000,0.0454099970320263,3.64,0
2528,F,DEP,0,53,SANTIAGO,3,1,261638.5,1128817,-0.621452487746005,1,1,36,12,3840183.21,6085056.5,1275000,0.0737788840667396,17.9,1
2529,F,DEP,0,32,CONCEPCION,1,1,12384.5,1301273.5,-0.249871716036556,4,0,36,12,1503038,2004342.5,671500,0.161488376583721,4.21,0
2530,F,IND,0,55,SANTIAGO,2,1,1008618.5,3983618.5,-0.146751943954397,1,1,36,12,3349290.1,4668769.5,1190000,0.278964861417026,15.65,1
2531,M,IND,0,23,SANTIAGO,3,1,936479,4283949,-0.446061,0,0,36,12,7048844.3,8500000,3400000,0.104998747426501,10.58,0
2532,F,DEP,0,43,SANTIAGO,3,1,1566669,1566669,-0.702694419531961,3,1,36,12,2961179,5269558,1700000,0.0767974962354168,17.91,1
2533,M,IND,1,33,SANTIAGO,3,0,0,8460772.5,0.482074578330475,2,0,36,12,1425660.8,5708736,1785000,0.394994029178617,12.12,1
2534,M,IND,0,36,SANTIAGO,2,1,966909,1283423.5,-0.0317986534145559,4,0,36,12,613900.6,1325575,1445000,0.0740151918099659,7.11,0
2535,M,IND,0,45,SANTIAGO,4,1,7104028,8561234,-0.013020955374749,1,1,30,12,4868460,9431566,2125000,0.335734653500602,22.62,1
2536,F,IND,0,33,SANTIAGO,1,0,0,940950,-0.286845,1,0,26,12,771546.7,1700000,1683000,0.0465909067839717,3.62,0
2537,M,IND,0,65,SANTIAGO,0,0,0,0,-1,1,1,31,7,3115917.5,5311522.5,2125000,0,7.5,0
2538,M,DEP,0,26,SANTIAGO,1,1,1150619.5,1150619.5,0.175586666666667,0,0,18,12,800896.01,1275000,1105000,0.0867737114046975,3.86,0
2539,F,IND,0,36,VALDIVIA,1,0,0,1081718.5,-0.543331761412903,2,0,30,6,1244741.87,2793822.5,2805000,0.0321366152068742,3.53,0
2540,M,DEP,0,34,SANTIAGO,1,0,0,843047,-0.488379429184312,0,0,23,8,1521833.2,2155617,1870000,0.0375689377197443,3.56,0
2541,F,IND,0,37,SANTIAGO,2,0,0,11423235,-0.0580322355996963,1,0,28,12,8229745.9,13548065,8500000,0.111992498902034,7.31,0
2542,M,IND,1,39,SANTIAGO,1,1,942097.5,942097.5,-0.680613872063143,4,0,35,11,982258.3,2963712,8075000,0.00972236832071859,3.41,0
2543,M,IND,0,39,SANTIAGO,2,0,0,20464404.5,-0.146249397999033,0,0,36,12,20486023.91,25785880.5,4930000,0.345916229785054,8.49,0
2544,F,DEP,0,30,VALPARAISO,0,0,0,0,-0.307225868874449,0,0,7,7,1364699.06,1546167,2550000,0,0.05,0
2545,F,DEP,0,60,SANTIAGO,2,1,560252,4950859,-0.127575727165019,2,1,36,12,4001085.4,5674829.5,2550000,0.161792772490432,15.06,1
2546,M,IND,1,57,SANTIAGO,1,1,1773635.5,1773635.5,0.0813170661288982,0,0,8,8,395406.4,1943091.5,2975000,0.0496816652750234,3.67,0
2547,F,DEP,0,40,SANTIAGO,2,1,984793,3195303,-0.35141500494693,2,0,36,12,4413716.8,6503528.5,1147500,0.232048131296432,7.9,0
2548,M,DEP,0,33,SANTIAGO,2,1,3540122.5,3540122.5,0.987748537174384,0,0,12,12,1705147.18,1780971,1700000,0.173535408160029,7.7,0
2549,F,DEP,0,50,SANTIAGO,4,1,1616292,3814103,0.461693568089646,4,0,31,11,1126299.3,2609372.5,1530000,0.207739803500011,14.5,1
2550,F,IND,1,37,SANTIAGO,1,0,0,2381844.5,1.88739172281039,2,0,31,8,501185.5,883150,5100000,0.038919027141846,3.74,0
2551,F,IND,1,45,SANTIAGO,0,0,0,0,-0.853789345202135,1,1,32,9,185069.9,689426.5,2125000,0,7.51,0
2552,F,IND,0,41,SANTIAGO,1,1,371467,371467,-0.128133816202805,0,0,17,12,441812.4,849643,2567000,0.0120590503811502,3.46,0
2553,F,IND,1,34,SANTIAGO,2,1,78735.5,3464404.5,-0.152286973892678,0,0,7,7,3649687.5,4935780,1232500,0.23423963933471,7.92,0
2554,F,DEP,0,30,SANTIAGO,3,1,7787054,7787054,0.854318093954243,0,0,36,12,3197587.8,4199416.5,1020000,0.636197170245329,13.38,1
2555,F,DEP,0,23,SANTIAGO,1,0,0,5149121.5,-0.250989153927188,0,0,31,11,4333333.4,6874562,1275000,0.336543866892558,5.1,0
2556,M,DEP,0,29,VALPARAISO,1,0,0,2705771,-0.203331407745958,0,0,29,6,2456305.44,4002242,1700000,0.132635826831577,4.07,0
2557,F,IND,0,27,SANTIAGO,3,0,0,5009356,0.0183226723070376,0,0,30,12,3076727.4,5312653,1700000,0.245556654629576,11.33,1
2558,F,DEP,0,42,SANTIAGO,1,0,0,87499,-0.70261,0,0,12,12,603156.18,850000,1020000,0.0071486105270743,3.39,0
2559,F,DEP,0,23,SANTIAGO,0,0,0,0,-1,4,0,29,5,717939.32,1380629.5,1275000,0,0,0
2560,M,DEP,0,27,SANTIAGO,3,0,0,6231783.5,-0.336743020499738,0,0,34,10,6271865.84,9395730,3060000,0.169710875007874,10.91,0
2561,F,DEP,0,42,SANTIAGO,3,1,678368,2280048.5,-0.44625964496652,1,0,27,12,3696281.44,5166555,1700000,0.111767077854555,10.61,0
2562,F,IND,0,55,SANTIAGO,4,0,0,18356489.5,0.0393634304441634,1,0,36,12,14428772.1,18181202.5,6545000,0.233721533820709,14.6,1
2563,M,DEP,0,47,SANTIAGO,1,0,0,1028483,-0.0805515764494798,3,0,24,9,1133873.06,1174887,855950,0.100130741658319,3.91,0
2564,F,IND,0,52,SANTIAGO,2,0,0,3649645,-0.333441577406558,3,0,36,12,4219993.3,8585535.5,4250000,0.0715616652634968,7.08,0
2565,M,IND,0,27,SANTIAGO,2,0,0,3646508.5,-0.34612832404164,0,0,28,10,5994521.72,6891460,4250000,0.0715001652647026,7.08,0
2566,M,IND,1,29,SANTIAGO,3,1,920125,22932099,0.1731184,0,0,36,12,15138565.11,21250000,2975000,0.642355696292558,13.36,1
2567,M,IND,0,25,SANTIAGO,1,0,0,2034339,-0.445460410338668,0,0,7,5,1231138.38,4334736.5,1700000,0.0997224951116424,3.88,0
2568,F,IND,1,55,SANTIAGO,1,0,0,5149121.5,-0.289164487031907,1,0,31,8,2795643.71,7243759.5,2380000,0.180291362734896,4.3,0
2569,F,IND,0,33,SANTIAGO,1,0,0,2153364.5,-0.31820371541264,1,0,30,12,1616634.21,3387726,850000,0.211114145969201,4.46,0
2570,M,DEP,0,35,SANTIAGO,0,0,0,0,-0.777838649353386,2,2,25,11,320420.5,1613597.5,3230000,0,15.02,1
2571,M,DEP,0,27,CONCEPCION,1,1,117512.5,117512.5,-0.504095001452128,2,1,35,12,726140.8,1317032.5,1275000,0.00768055505355849,10.91,0
2572,M,DEP,0,37,SANTIAGO,2,1,678750.5,7415672,-0.3806568079698,2,0,36,12,7513313.2,12449346.5,1113500,0.554982146760803,9.54,0
2573,M,DEP,0,34,SANTIAGO,2,1,1273461.5,2759066,-0.00389096388394511,0,0,14,12,1514964.18,3051814.5,1360000,0.169060406307573,7.6,0
2574,F,IND,1,55,SANTIAGO,0,0,0,0,-1,0,,9,0,219691,323187,1734000,0,0,0
2575,F,DEP,0,25,SANTIAGO,2,1,352401.5,3036497.5,-0.419428333869975,1,1,36,12,3677925.01,6256501.5,1275000,0.198463875917394,15.22,1
2577,M,IND,1,36,SANTIAGO,2,1,1548521.5,1548521.5,-0.776051462471389,4,0,34,12,3631093.41,6914631,4318000,0.0298850059849273,6.84,0
2578,M,DEP,0,55,SANTIAGO,2,1,4997413.5,4997413.5,2.06261915924363,0,0,25,12,1239934.61,1631745,2040000,0.204142699994171,7.93,0
2579,M,IND,0,34,SANTIAGO,1,0,0,4407658,-0.471872838706829,1,0,36,12,5248541.41,9242152,3400000,0.108030830685519,3.92,0
2580,M,DEP,0,36,SANTIAGO,1,0,0,367684.5,-0.406481373803155,3,0,20,9,741683.06,877098,850000,0.0360474964659317,3.56,0
2581,F,IND,0,42,SANTIAGO,3,1,509388,3379957,-0.286909048108132,0,0,36,12,4141111,5271759.5,1700000,0.165684158544894,10.9,0
2582,M,DEP,0,61,SANTIAGO,1,0,0,490229,-0.749749868771732,1,1,36,12,1900993.8,2930961.5,1020000,0.0400513856167169,11.06,0
2583,M,IND,0,47,SANTIAGO,4,1,735998,5483843,-0.0677416881025386,0,0,29,12,2975632.4,6539466.5,1147500,0.398245650091093,15.43,1
2584,F,IND,0,30,SANTIAGO,1,0,0,1989501.5,0.765735906392677,1,0,35,12,671876.38,1141235.5,1360000,0.121905721696953,4.08,0
2585,F,IND,0,62,SANTIAGO,2,1,141338,2589134,1.12749560621578,3,1,35,11,650934.5,1344513,850000,0.253836641780721,15.62,1
2586,F,IND,0,33,SANTIAGO,2,0,0,6810880,-0.236626317844592,0,0,29,11,7833523.5,10731870.5,1955000,0.290318828204653,8.2,0
2587,F,DEP,0,37,SANTIAGO,1,0,0,1708364,-0.416651981465549,4,0,15,12,2486654.86,4099932.5,1530000,0.0930481430801665,3.85,0
2588,F,IND,0,41,SANTIAGO,1,0,0,1316718,-0.174004262138007,4,0,30,12,992009.5,2058122,850000,0.129089987344119,4.05,0
2589,M,IND,0,25,SANTIAGO,1,1,2008541.5,2008541.5,0.304352619393857,0,0,36,12,851999.71,1619105.5,1870000,0.0895071929809629,3.88,0
2590,F,IND,0,26,SANTIAGO,3,1,1314992.5,2675562,0.0807742563323146,0,0,36,12,1996074.8,3109487,1217200,0.183177361760779,11.01,0
2591,F,IND,1,48,SANTIAGO,3,1,240507.5,6028030,0.71121781724296,1,0,36,12,2149272.6,3522655,2040000,0.246243045496608,11.38,1
2592,M,DEP,0,38,SANTIAGO,1,0,0,429071.5,-0.707814,1,0,23,12,1802060.01,4250000,1275000,0.0280438870559551,3.5,0
2593,M,IND,0,42,SANTIAGO,1,0,0,887170.5,-0.187971745059958,1,1,34,10,1085606.91,1579971.5,1700000,0.0434887478681986,11.11,0
2594,M,IND,0,62,CONCEPCION,0,0,0,0,-0.91758986465419,1,1,34,10,1615997.3,2671601,1785000,0,7.51,0
2595,M,DEP,1,51,SANTIAGO,1,0,0,608974,-0.447447208915828,2,2,36,12,1167517.5,1391144,2040000,0.0248763878726966,18.5,1
2596,M,IND,0,58,SANTIAGO,4,1,2379957.5,13544393,-0.256786462382889,1,0,36,12,14649509.7,18224093.5,3655000,0.308809682881676,14.96,1
2597,M,DEP,0,62,SANTIAGO,2,1,2933061,2933061,-0.133306540510748,1,0,20,10,529780.01,3701240,1275000,0.191703320803705,7.71,0
2598,F,IND,0,24,CONCEPCION,1,1,168019.5,168019.5,-0.450494933383374,4,0,28,9,1234612.25,1449488,3570000,0.0039220237179733,3.39,0
2599,M,IND,0,47,SANTIAGO,2,1,1365941.5,10653959.5,-0.505233604897772,0,0,36,12,17951273.5,30772193,4275500,0.207655231207749,7.76,0
